Date,Product,Category,Sales,Units
2024-05-30,Lipstick,Beauty,561.42,31
2024-05-30,Perfume,Beauty,766.37,12
2024-05-30,Face Serum,Beauty,487.58,12
2024-05-31,Laptop,Electronics,8070.08,9
2024-05-31,Smartphone,Electronics,13817.52,23
2024-05-31,Headphones,Electronics,3935.02,31
2024-05-31,Tablet,Electronics,5493.86,14
2024-05-31,Smart Watch,Electronics,3740.63,15
2024-05-31,T-Shirt,Clothing,973.49,41
2024-05-31,Jeans,Clothing,1320.36,24
2024-05-31,Jacket,Clothing,1184.52,14
2024-05-31,Sneakers,Clothing,1537.64,19
2024-05-31,Dress,Clothing,722.03,11
2024-05-31,Blender,Home & Kitchen,857.12,19
2024-05-31,Coffee Maker,Home & Kitchen,774.54,10
2024-05-31,Cookware Set,Home & Kitchen,1252.71,10
2024-05-31,Vacuum Cleaner,Home & Kitchen,1228.99,6
2024-05-31,Air Fryer,Home & Kitchen,1176.64,14
2024-05-31,Shampoo,Beauty,395.02,33
2024-05-31,Moisturizer,Beauty,947.02,34
2024-05-31,Lipstick,Beauty,559.06,31
2024-05-31,Perfume,Beauty,571.73,9
2024-05-31,Face Serum,Beauty,494.0,12
2024-06-01,Laptop,Electronics,11037.25,12
2024-06-01,Smartphone,Electronics,13310.87,20
2024-06-01,Headphones,Electronics,3922.39,31
2024-06-01,Tablet,Electronics,4509.74,12
2024-06-01,Smart Watch,Electronics,9171.28,37
2024-06-01,T-Shirt,Clothing,1672.31,68
2024-06-01,Jeans,Clothing,3139.76,51
2024-06-01,Jacket,Clothing,2300.75,25
2024-06-01,Sneakers,Clothing,2651.75,34
2024-06-01,Dress,Clothing,1481.71,23
2024-06-01,Blender,Home & Kitchen,1129.62,22
2024-06-01,Coffee Maker,Home & Kitchen,989.94,12
2024-06-01,Cookware Set,Home & Kitchen,985.57,8
2024-06-01,Vacuum Cleaner,Home & Kitchen,1483.16,8
2024-06-01,Air Fryer,Home & Kitchen,1716.57,20
2024-06-01,Shampoo,Beauty,521.32,44
2024-06-01,Moisturizer,Beauty,1106.74,40
2024-06-01,Lipstick,Beauty,566.4,31
2024-06-01,Perfume,Beauty,973.14,15
2024-06-01,Face Serum,Beauty,643.95,16
2024-06-02,Laptop,Electronics,8439.84,9
2024-06-02,Smartphone,Electronics,11500.58,18
2024-06-02,Headphones,Electronics,3922.15,29
2024-06-02,Tablet,Electronics,5580.71,15
2024-06-02,Smart Watch,Electronics,8322.1,34
2024-06-02,T-Shirt,Clothing,1763.41,70
2024-06-02,Jeans,Clothing,2010.16,33
2024-06-02,Jacket,Clothing,2241.27,26
2024-06-02,Sneakers,Clothing,2652.43,33
2024-06-02,Dress,Clothing,2039.86,30
2024-06-02,Blender,Home & Kitchen,1068.54,23
2024-06-02,Coffee Maker,Home & Kitchen,964.16,13
2024-06-02,Cookware Set,Home & Kitchen,1249.28,10
2024-06-02,Vacuum Cleaner,Home & Kitchen,1653.04,8
2024-06-02,Air Fryer,Home & Kitchen,1554.41,17
2024-06-02,Shampoo,Beauty,510.59,44
2024-06-02,Moisturizer,Beauty,1686.76,59
2024-06-02,Lipstick,Beauty,640.21,35
2024-06-02,Perfume,Beauty,933.64,15
2024-06-02,Face Serum,Beauty,916.61,22
2024-06-03,Laptop,Electronics,7176.86,8
2024-06-03,Smartphone,Electronics,9385.31,14
2024-06-03,Headphones,Electronics,3337.91,25
2024-06-03,Tablet,Electronics,4679.44,12
2024-06-03,Smart Watch,Electronics,2874.82,12
2024-06-03,T-Shirt,Clothing,845.82,35
2024-06-03,Jeans,Clothing,1073.83,18
2024-06-03,Jacket,Clothing,1559.36,18
2024-06-03,Sneakers,Clothing,1686.71,21
2024-06-03,Dress,Clothing,919.8,13
2024-06-03,Blender,Home & Kitchen,750.69,15
2024-06-03,Coffee Maker,Home & Kitchen,883.23,12
2024-06-03,Cookware Set,Home & Kitchen,918.9,7
2024-06-03,Vacuum Cleaner,Home & Kitchen,1554.65,8
2024-06-03,Air Fryer,Home & Kitchen,1213.24,14
2024-06-03,Shampoo,Beauty,429.53,38
2024-06-03,Moisturizer,Beauty,1086.51,38
2024-06-03,Lipstick,Beauty,481.2,27
2024-06-03,Perfume,Beauty,675.94,11
2024-06-03,Face Serum,Beauty,717.6,18
2024-06-04,Laptop,Electronics,6293.68,7
2024-06-04,Smartphone,Electronics,8781.84,14
2024-06-04,Headphones,Electronics,4316.65,35
2024-06-04,Tablet,Electronics,3347.51,9
2024-06-04,Smart Watch,Electronics,4385.26,18
2024-06-04,T-Shirt,Clothing,1336.04,56
2024-06-04,Jeans,Clothing,1196.86,20
2024-06-04,Jacket,Clothing,1423.86,17
2024-06-04,Sneakers,Clothing,1742.51,22
2024-06-04,Dress,Clothing,960.76,15
2024-06-04,Blender,Home & Kitchen,653.9,13
2024-06-04,Coffee Maker,Home & Kitchen,741.51,10
2024-06-04,Cookware Set,Home & Kitchen,844.22,7
2024-06-04,Vacuum Cleaner,Home & Kitchen,1372.84,7
2024-06-04,Air Fryer,Home & Kitchen,1444.28,16
2024-06-04,Shampoo,Beauty,421.59,34
2024-06-04,Moisturizer,Beauty,945.74,35
2024-06-04,Lipstick,Beauty,549.35,32
2024-06-04,Perfume,Beauty,825.25,13
2024-06-04,Face Serum,Beauty,747.66,17
2024-06-05,Laptop,Electronics,7299.16,8
2024-06-05,Smartphone,Electronics,12096.11,20
2024-06-05,Headphones,Electronics,2400.42,19
2024-06-05,Tablet,Electronics,4411.95,11
2024-06-05,Smart Watch,Electronics,4366.44,18
2024-06-05,T-Shirt,Clothing,1243.55,55
2024-06-05,Jeans,Clothing,1798.84,33
2024-06-05,Jacket,Clothing,1306.28,15
2024-06-05,Sneakers,Clothing,1397.63,19
2024-06-05,Dress,Clothing,865.44,13
2024-06-05,Blender,Home & Kitchen,960.41,20
2024-06-05,Coffee Maker,Home & Kitchen,976.85,13
2024-06-05,Cookware Set,Home & Kitchen,1069.92,9
2024-06-05,Vacuum Cleaner,Home & Kitchen,1377.73,7
2024-06-05,Air Fryer,Home & Kitchen,1298.61,14
2024-06-05,Shampoo,Beauty,586.2,48
2024-06-05,Moisturizer,Beauty,983.56,36
2024-06-05,Lipstick,Beauty,572.96,31
2024-06-05,Perfume,Beauty,750.15,12
2024-06-05,Face Serum,Beauty,470.33,11
2024-06-06,Laptop,Electronics,5911.93,7
2024-06-06,Smartphone,Electronics,11525.42,19
2024-06-06,Headphones,Electronics,4035.21,32
2024-06-06,Tablet,Electronics,4145.23,10
2024-06-06,Smart Watch,Electronics,5354.51,21
2024-06-06,T-Shirt,Clothing,848.85,38
2024-06-06,Jeans,Clothing,2299.33,39
2024-06-06,Jacket,Clothing,1493.29,17
2024-06-06,Sneakers,Clothing,1792.92,22
2024-06-06,Dress,Clothing,682.17,10
2024-06-06,Blender,Home & Kitchen,748.11,16
2024-06-06,Coffee Maker,Home & Kitchen,1160.98,14
2024-06-06,Cookware Set,Home & Kitchen,855.65,7
2024-06-06,Vacuum Cleaner,Home & Kitchen,1362.3,7
2024-06-06,Air Fryer,Home & Kitchen,1671.78,20
2024-06-06,Shampoo,Beauty,501.92,44
2024-06-06,Moisturizer,Beauty,1168.32,41
2024-06-06,Lipstick,Beauty,544.74,31
2024-06-06,Perfume,Beauty,550.82,9
2024-06-06,Face Serum,Beauty,622.53,16
2024-06-07,Laptop,Electronics,7589.72,9
2024-06-07,Smartphone,Electronics,8380.43,14
2024-06-07,Headphones,Electronics,3597.3,28
2024-06-07,Tablet,Electronics,4479.62,11
2024-06-07,Smart Watch,Electronics,4191.46,17
2024-06-07,T-Shirt,Clothing,782.36,32
2024-06-07,Jeans,Clothing,1214.66,21
2024-06-07,Jacket,Clothing,1572.25,17
2024-06-07,Sneakers,Clothing,1899.67,25
2024-06-07,Dress,Clothing,852.06,13
2024-06-07,Blender,Home & Kitchen,1026.22,22
2024-06-07,Coffee Maker,Home & Kitchen,710.49,9
2024-06-07,Cookware Set,Home & Kitchen,1084.76,9
2024-06-07,Vacuum Cleaner,Home & Kitchen,1424.47,7
2024-06-07,Air Fryer,Home & Kitchen,1482.53,16
2024-06-07,Shampoo,Beauty,443.62,39
2024-06-07,Moisturizer,Beauty,990.91,35
2024-06-07,Lipstick,Beauty,563.68,31
2024-06-07,Perfume,Beauty,805.36,13
2024-06-07,Face Serum,Beauty,673.05,16
2024-06-08,Laptop,Electronics,5124.11,6
2024-06-08,Smartphone,Electronics,12566.08,19
2024-06-08,Headphones,Electronics,3355.08,28
2024-06-08,Tablet,Electronics,4883.59,13
2024-06-08,Smart Watch,Electronics,6899.86,27
2024-06-08,T-Shirt,Clothing,1420.92,60
2024-06-08,Jeans,Clothing,2344.63,43
2024-06-08,Jacket,Clothing,2917.47,35
2024-06-08,Sneakers,Clothing,2889.28,38
2024-06-08,Dress,Clothing,1421.32,21
2024-06-08,Blender,Home & Kitchen,901.3,19
2024-06-08,Coffee Maker,Home & Kitchen,615.77,8
2024-06-08,Cookware Set,Home & Kitchen,1317.96,11
2024-06-08,Vacuum Cleaner,Home & Kitchen,1128.54,6
2024-06-08,Air Fryer,Home & Kitchen,1411.24,16
2024-06-08,Shampoo,Beauty,540.31,43
2024-06-08,Moisturizer,Beauty,1414.86,53
2024-06-08,Lipstick,Beauty,700.22,41
2024-06-08,Perfume,Beauty,803.46,12
2024-06-08,Face Serum,Beauty,875.3,21
2024-06-09,Laptop,Electronics,10003.45,12
2024-06-09,Smartphone,Electronics,7958.25,13
2024-06-09,Headphones,Electronics,3432.88,27
2024-06-09,Tablet,Electronics,6791.29,18
2024-06-09,Smart Watch,Electronics,8514.94,35
2024-06-09,T-Shirt,Clothing,1314.01,57
2024-06-09,Jeans,Clothing,2766.01,49
2024-06-09,Jacket,Clothing,2135.86,23
2024-06-09,Sneakers,Clothing,1974.32,26
2024-06-09,Dress,Clothing,1633.81,23
2024-06-09,Blender,Home & Kitchen,1033.06,22
2024-06-09,Coffee Maker,Home & Kitchen,974.31,12
2024-06-09,Cookware Set,Home & Kitchen,1522.72,12
2024-06-09,Vacuum Cleaner,Home & Kitchen,1674.82,9
2024-06-09,Air Fryer,Home & Kitchen,1250.25,15
2024-06-09,Shampoo,Beauty,487.38,41
2024-06-09,Moisturizer,Beauty,1164.99,42
2024-06-09,Lipstick,Beauty,688.93,39
2024-06-09,Perfume,Beauty,723.34,12
2024-06-09,Face Serum,Beauty,804.49,19
2024-06-10,Laptop,Electronics,7699.08,9
2024-06-10,Smartphone,Electronics,9963.87,16
2024-06-10,Headphones,Electronics,5273.07,42
2024-06-10,Tablet,Electronics,5006.01,12
2024-06-10,Smart Watch,Electronics,4244.82,18
2024-06-10,T-Shirt,Clothing,1379.37,60
2024-06-10,Jeans,Clothing,1589.7,28
2024-06-10,Jacket,Clothing,2117.14,23
2024-06-10,Sneakers,Clothing,1607.86,22
2024-06-10,Dress,Clothing,1958.6,28
2024-06-10,Blender,Home & Kitchen,1301.45,27
2024-06-10,Coffee Maker,Home & Kitchen,1153.18,14
2024-06-10,Cookware Set,Home & Kitchen,1510.39,12
2024-06-10,Vacuum Cleaner,Home & Kitchen,1691.0,9
2024-06-10,Air Fryer,Home & Kitchen,1456.57,16
2024-06-10,Shampoo,Beauty,649.88,53
2024-06-10,Moisturizer,Beauty,1275.75,47
2024-06-10,Lipstick,Beauty,810.55,43
2024-06-10,Perfume,Beauty,1008.59,15
2024-06-10,Face Serum,Beauty,787.18,19
2024-06-11,Laptop,Electronics,7383.38,8
2024-06-11,Smartphone,Electronics,14713.32,22
2024-06-11,Headphones,Electronics,4536.37,34
2024-06-11,Tablet,Electronics,6573.08,16
2024-06-11,Smart Watch,Electronics,6716.92,27
2024-06-11,T-Shirt,Clothing,1332.93,57
2024-06-11,Jeans,Clothing,1374.45,25
2024-06-11,Jacket,Clothing,2757.46,31
2024-06-11,Sneakers,Clothing,2045.73,28
2024-06-11,Dress,Clothing,1287.21,18
2024-06-11,Blender,Home & Kitchen,1145.05,25
2024-06-11,Coffee Maker,Home & Kitchen,892.11,12
2024-06-11,Cookware Set,Home & Kitchen,1700.48,13
2024-06-11,Vacuum Cleaner,Home & Kitchen,1597.26,8
2024-06-11,Air Fryer,Home & Kitchen,1286.07,15
2024-06-11,Shampoo,Beauty,456.44,39
2024-06-11,Moisturizer,Beauty,1388.99,50
2024-06-11,Lipstick,Beauty,848.9,46
2024-06-11,Perfume,Beauty,695.48,11
2024-06-11,Face Serum,Beauty,836.66,19
2024-06-12,Laptop,Electronics,8799.08,10
2024-06-12,Smartphone,Electronics,11849.28,18
2024-06-12,Headphones,Electronics,5288.64,43
2024-06-12,Tablet,Electronics,5797.36,15
2024-06-12,Smart Watch,Electronics,5870.76,23
2024-06-12,T-Shirt,Clothing,1579.89,64
2024-06-12,Jeans,Clothing,2096.33,37
2024-06-12,Jacket,Clothing,1842.99,22
2024-06-12,Sneakers,Clothing,2068.58,27
2024-06-12,Dress,Clothing,1412.13,22
2024-06-12,Blender,Home & Kitchen,962.49,19
2024-06-12,Coffee Maker,Home & Kitchen,863.43,11
2024-06-12,Cookware Set,Home & Kitchen,1786.15,14
2024-06-12,Vacuum Cleaner,Home & Kitchen,1651.73,9
2024-06-12,Air Fryer,Home & Kitchen,1492.51,17
2024-06-12,Shampoo,Beauty,467.06,40
2024-06-12,Moisturizer,Beauty,1144.05,39
2024-06-12,Lipstick,Beauty,789.57,43
2024-06-12,Perfume,Beauty,876.04,13
2024-06-12,Face Serum,Beauty,1013.41,24
2024-06-13,Laptop,Electronics,9620.57,11
2024-06-13,Smartphone,Electronics,15650.08,23
2024-06-13,Headphones,Electronics,4406.54,36
2024-06-13,Tablet,Electronics,5373.05,14
2024-06-13,Smart Watch,Electronics,7420.37,32
2024-06-13,T-Shirt,Clothing,1178.4,47
2024-06-13,Jeans,Clothing,2395.65,40
2024-06-13,Jacket,Clothing,1247.2,15
2024-06-13,Sneakers,Clothing,1380.68,18
2024-06-13,Dress,Clothing,1018.59,15
2024-06-13,Blender,Home & Kitchen,980.97,21
2024-06-13,Coffee Maker,Home & Kitchen,730.83,10
2024-06-13,Cookware Set,Home & Kitchen,1310.15,11
2024-06-13,Vacuum Cleaner,Home & Kitchen,1616.52,8
2024-06-13,Air Fryer,Home & Kitchen,2260.03,27
2024-06-13,Shampoo,Beauty,453.56,37
2024-06-13,Moisturizer,Beauty,1233.1,47
2024-06-13,Lipstick,Beauty,826.98,46
2024-06-13,Perfume,Beauty,676.55,10
2024-06-13,Face Serum,Beauty,1107.38,26
2024-06-14,Laptop,Electronics,9990.85,11
2024-06-14,Smartphone,Electronics,15090.6,25
2024-06-14,Headphones,Electronics,3991.33,32
2024-06-14,Tablet,Electronics,4478.56,12
2024-06-14,Smart Watch,Electronics,4573.93,18
2024-06-14,T-Shirt,Clothing,817.93,33
2024-06-14,Jeans,Clothing,2231.13,39
2024-06-14,Jacket,Clothing,1757.7,19
2024-06-14,Sneakers,Clothing,1340.37,17
2024-06-14,Dress,Clothing,1263.3,18
2024-06-14,Blender,Home & Kitchen,1080.45,21
2024-06-14,Coffee Maker,Home & Kitchen,1514.65,19
2024-06-14,Cookware Set,Home & Kitchen,1353.07,11
2024-06-14,Vacuum Cleaner,Home & Kitchen,1588.02,8
2024-06-14,Air Fryer,Home & Kitchen,1623.9,18
2024-06-14,Shampoo,Beauty,633.48,56
2024-06-14,Moisturizer,Beauty,1054.66,40
2024-06-14,Lipstick,Beauty,823.36,44
2024-06-14,Perfume,Beauty,734.63,12
2024-06-14,Face Serum,Beauty,1048.15,25
2024-06-15,Laptop,Electronics,14599.97,16
2024-06-15,Smartphone,Electronics,15488.25,25
2024-06-15,Headphones,Electronics,5080.53,39
2024-06-15,Tablet,Electronics,6179.99,16
2024-06-15,Smart Watch,Electronics,5050.83,21
2024-06-15,T-Shirt,Clothing,2004.96,82
2024-06-15,Jeans,Clothing,3082.9,50
2024-06-15,Jacket,Clothing,2761.92,30
2024-06-15,Sneakers,Clothing,2823.39,36
2024-06-15,Dress,Clothing,2181.63,31
2024-06-15,Blender,Home & Kitchen,1125.54,24
2024-06-15,Coffee Maker,Home & Kitchen,1227.53,15
2024-06-15,Cookware Set,Home & Kitchen,2021.68,16
2024-06-15,Vacuum Cleaner,Home & Kitchen,1220.31,6
2024-06-15,Air Fryer,Home & Kitchen,1563.86,18
2024-06-15,Shampoo,Beauty,782.85,64
2024-06-15,Moisturizer,Beauty,1234.36,42
2024-06-15,Lipstick,Beauty,650.22,36
2024-06-15,Perfume,Beauty,700.36,11
2024-06-15,Face Serum,Beauty,809.33,20
2024-06-16,Laptop,Electronics,10004.45,12
2024-06-16,Smartphone,Electronics,14481.32,22
2024-06-16,Headphones,Electronics,4523.36,38
2024-06-16,Tablet,Electronics,4526.86,12
2024-06-16,Smart Watch,Electronics,6492.67,25
2024-06-16,T-Shirt,Clothing,2144.46,92
2024-06-16,Jeans,Clothing,3032.99,55
2024-06-16,Jacket,Clothing,2699.85,29
2024-06-16,Sneakers,Clothing,2895.64,39
2024-06-16,Dress,Clothing,1815.6,28
2024-06-16,Blender,Home & Kitchen,1135.07,23
2024-06-16,Coffee Maker,Home & Kitchen,1379.28,17
2024-06-16,Cookware Set,Home & Kitchen,2112.37,17
2024-06-16,Vacuum Cleaner,Home & Kitchen,2387.54,12
2024-06-16,Air Fryer,Home & Kitchen,1347.3,15
2024-06-16,Shampoo,Beauty,645.0,52
2024-06-16,Moisturizer,Beauty,1170.49,43
2024-06-16,Lipstick,Beauty,875.5,51
2024-06-16,Perfume,Beauty,932.49,15
2024-06-16,Face Serum,Beauty,1194.93,28
2024-06-17,Laptop,Electronics,8370.94,10
2024-06-17,Smartphone,Electronics,17304.98,26
2024-06-17,Headphones,Electronics,5186.84,41
2024-06-17,Tablet,Electronics,6949.33,18
2024-06-17,Smart Watch,Electronics,3703.31,16
2024-06-17,T-Shirt,Clothing,1309.18,56
2024-06-17,Jeans,Clothing,1689.41,31
2024-06-17,Jacket,Clothing,1747.65,20
2024-06-17,Sneakers,Clothing,2303.89,29
2024-06-17,Dress,Clothing,1234.96,18
2024-06-17,Blender,Home & Kitchen,995.36,21
2024-06-17,Coffee Maker,Home & Kitchen,1223.59,15
2024-06-17,Cookware Set,Home & Kitchen,1008.38,8
2024-06-17,Vacuum Cleaner,Home & Kitchen,1587.13,8
2024-06-17,Air Fryer,Home & Kitchen,2008.49,23
2024-06-17,Shampoo,Beauty,355.42,32
2024-06-17,Moisturizer,Beauty,1414.01,51
2024-06-17,Lipstick,Beauty,616.75,35
2024-06-17,Perfume,Beauty,719.71,12
2024-06-17,Face Serum,Beauty,969.88,23
2024-06-18,Laptop,Electronics,7342.66,8
2024-06-18,Smartphone,Electronics,11490.86,19
2024-06-18,Headphones,Electronics,2951.0,22
2024-06-18,Tablet,Electronics,5832.93,15
2024-06-18,Smart Watch,Electronics,5171.31,21
2024-06-18,T-Shirt,Clothing,919.97,41
2024-06-18,Jeans,Clothing,1988.86,33
2024-06-18,Jacket,Clothing,1280.22,15
2024-06-18,Sneakers,Clothing,1700.8,23
2024-06-18,Dress,Clothing,1142.82,16
2024-06-18,Blender,Home & Kitchen,1100.05,22
2024-06-18,Coffee Maker,Home & Kitchen,1180.42,15
2024-06-18,Cookware Set,Home & Kitchen,1201.51,10
2024-06-18,Vacuum Cleaner,Home & Kitchen,2254.85,11
2024-06-18,Air Fryer,Home & Kitchen,1922.8,22
2024-06-18,Shampoo,Beauty,478.63,39
2024-06-18,Moisturizer,Beauty,1873.24,71
2024-06-18,Lipstick,Beauty,795.16,47
2024-06-18,Perfume,Beauty,851.9,14
2024-06-18,Face Serum,Beauty,883.58,21
2024-06-19,Laptop,Electronics,7047.97,8
2024-06-19,Smartphone,Electronics,16183.81,25
2024-06-19,Headphones,Electronics,2554.01,21
2024-06-19,Tablet,Electronics,5557.85,14
2024-06-19,Smart Watch,Electronics,6835.48,29
2024-06-19,T-Shirt,Clothing,1043.61,45
2024-06-19,Jeans,Clothing,2127.38,38
2024-06-19,Jacket,Clothing,1797.35,21
2024-06-19,Sneakers,Clothing,2347.54,29
2024-06-19,Dress,Clothing,1478.16,23
2024-06-19,Blender,Home & Kitchen,1311.71,28
2024-06-19,Coffee Maker,Home & Kitchen,1398.12,18
2024-06-19,Cookware Set,Home & Kitchen,963.96,8
2024-06-19,Vacuum Cleaner,Home & Kitchen,1420.47,7
2024-06-19,Air Fryer,Home & Kitchen,1855.17,20
2024-06-19,Shampoo,Beauty,642.52,57
2024-06-19,Moisturizer,Beauty,1091.64,38
2024-06-19,Lipstick,Beauty,832.05,47
2024-06-19,Perfume,Beauty,1052.07,17
2024-06-19,Face Serum,Beauty,1004.18,24
2024-06-20,Laptop,Electronics,9304.92,11
2024-06-20,Smartphone,Electronics,12839.55,20
2024-06-20,Headphones,Electronics,3533.79,29
2024-06-20,Tablet,Electronics,8060.22,20
2024-06-20,Smart Watch,Electronics,3052.61,13
2024-06-20,T-Shirt,Clothing,1177.87,48
2024-06-20,Jeans,Clothing,1644.78,28
2024-06-20,Jacket,Clothing,1452.81,16
2024-06-20,Sneakers,Clothing,2023.88,27
2024-06-20,Dress,Clothing,1351.71,20
2024-06-20,Blender,Home & Kitchen,1066.75,21
2024-06-20,Coffee Maker,Home & Kitchen,1209.68,16
2024-06-20,Cookware Set,Home & Kitchen,1595.59,13
2024-06-20,Vacuum Cleaner,Home & Kitchen,1640.52,8
2024-06-20,Air Fryer,Home & Kitchen,1795.45,20
2024-06-20,Shampoo,Beauty,523.08,44
2024-06-20,Moisturizer,Beauty,1478.11,51
2024-06-20,Lipstick,Beauty,985.33,53
2024-06-20,Perfume,Beauty,961.16,16
2024-06-20,Face Serum,Beauty,1049.99,27
2024-06-21,Laptop,Electronics,6138.49,7
2024-06-21,Smartphone,Electronics,8361.15,14
2024-06-21,Headphones,Electronics,3422.62,27
2024-06-21,Tablet,Electronics,3940.99,10
2024-06-21,Smart Watch,Electronics,5488.03,22
2024-06-21,T-Shirt,Clothing,1126.73,45
2024-06-21,Jeans,Clothing,1405.87,23
2024-06-21,Jacket,Clothing,1700.24,19
2024-06-21,Sneakers,Clothing,1392.56,17
2024-06-21,Dress,Clothing,1354.29,20
2024-06-21,Blender,Home & Kitchen,802.64,17
2024-06-21,Coffee Maker,Home & Kitchen,752.55,10
2024-06-21,Cookware Set,Home & Kitchen,1316.25,10
2024-06-21,Vacuum Cleaner,Home & Kitchen,1345.99,7
2024-06-21,Air Fryer,Home & Kitchen,1305.13,14
2024-06-21,Shampoo,Beauty,440.56,35
2024-06-21,Moisturizer,Beauty,763.47,28
2024-06-21,Lipstick,Beauty,702.68,40
2024-06-21,Perfume,Beauty,837.27,14
2024-06-21,Face Serum,Beauty,854.27,20
2024-06-22,Laptop,Electronics,7100.95,8
2024-06-22,Smartphone,Electronics,14113.58,22
2024-06-22,Headphones,Electronics,4096.94,31
2024-06-22,Tablet,Electronics,3780.99,10
2024-06-22,Smart Watch,Electronics,5375.57,21
2024-06-22,T-Shirt,Clothing,1687.96,71
2024-06-22,Jeans,Clothing,1744.19,29
2024-06-22,Jacket,Clothing,1909.78,22
2024-06-22,Sneakers,Clothing,2924.94,36
2024-06-22,Dress,Clothing,1295.63,20
2024-06-22,Blender,Home & Kitchen,680.46,14
2024-06-22,Coffee Maker,Home & Kitchen,1291.16,16
2024-06-22,Cookware Set,Home & Kitchen,1100.83,9
2024-06-22,Vacuum Cleaner,Home & Kitchen,1674.75,9
2024-06-22,Air Fryer,Home & Kitchen,1940.34,22
2024-06-22,Shampoo,Beauty,454.44,37
2024-06-22,Moisturizer,Beauty,1229.37,43
2024-06-22,Lipstick,Beauty,727.62,41
2024-06-22,Perfume,Beauty,922.63,15
2024-06-22,Face Serum,Beauty,674.31,17
2024-06-23,Laptop,Electronics,4985.46,6
2024-06-23,Smartphone,Electronics,9780.09,16
2024-06-23,Headphones,Electronics,3392.51,28
2024-06-23,Tablet,Electronics,5553.65,15
2024-06-23,Smart Watch,Electronics,5804.37,23
2024-06-23,T-Shirt,Clothing,1666.67,75
2024-06-23,Jeans,Clothing,2316.02,39
2024-06-23,Jacket,Clothing,2347.8,27
2024-06-23,Sneakers,Clothing,2827.19,36
2024-06-23,Dress,Clothing,1994.37,29
2024-06-23,Blender,Home & Kitchen,1342.16,27
2024-06-23,Coffee Maker,Home & Kitchen,1115.07,14
2024-06-23,Cookware Set,Home & Kitchen,919.36,7
2024-06-23,Vacuum Cleaner,Home & Kitchen,1491.02,8
2024-06-23,Air Fryer,Home & Kitchen,1020.25,12
2024-06-23,Shampoo,Beauty,608.36,50
2024-06-23,Moisturizer,Beauty,1229.04,45
2024-06-23,Lipstick,Beauty,888.09,48
2024-06-23,Perfume,Beauty,734.26,12
2024-06-23,Face Serum,Beauty,876.85,20
2024-06-24,Laptop,Electronics,8356.81,9
2024-06-24,Smartphone,Electronics,6762.5,11
2024-06-24,Headphones,Electronics,3266.59,27
2024-06-24,Tablet,Electronics,2843.63,7
2024-06-24,Smart Watch,Electronics,4168.8,17
2024-06-24,T-Shirt,Clothing,1149.86,46
2024-06-24,Jeans,Clothing,1146.45,19
2024-06-24,Jacket,Clothing,1754.35,19
2024-06-24,Sneakers,Clothing,1633.47,22
2024-06-24,Dress,Clothing,1259.55,18
2024-06-24,Blender,Home & Kitchen,614.6,13
2024-06-24,Coffee Maker,Home & Kitchen,1379.87,17
2024-06-24,Cookware Set,Home & Kitchen,855.17,7
2024-06-24,Vacuum Cleaner,Home & Kitchen,1393.96,7
2024-06-24,Air Fryer,Home & Kitchen,1288.82,14
2024-06-24,Shampoo,Beauty,467.57,38
2024-06-24,Moisturizer,Beauty,1347.57,52
2024-06-24,Lipstick,Beauty,496.28,27
2024-06-24,Perfume,Beauty,946.47,14
2024-06-24,Face Serum,Beauty,817.2,19
2024-06-25,Laptop,Electronics,6790.9,8
2024-06-25,Smartphone,Electronics,10786.84,16
2024-06-25,Headphones,Electronics,3413.02,27
2024-06-25,Tablet,Electronics,3918.74,10
2024-06-25,Smart Watch,Electronics,4363.93,19
2024-06-25,T-Shirt,Clothing,1083.42,45
2024-06-25,Jeans,Clothing,2140.17,35
2024-06-25,Jacket,Clothing,1402.05,17
2024-06-25,Sneakers,Clothing,1172.31,15
2024-06-25,Dress,Clothing,1153.69,16
2024-06-25,Blender,Home & Kitchen,795.62,17
2024-06-25,Coffee Maker,Home & Kitchen,903.73,11
2024-06-25,Cookware Set,Home & Kitchen,1190.0,10
2024-06-25,Vacuum Cleaner,Home & Kitchen,1133.24,6
2024-06-25,Air Fryer,Home & Kitchen,1346.66,15
2024-06-25,Shampoo,Beauty,475.13,40
2024-06-25,Moisturizer,Beauty,1066.24,40
2024-06-25,Lipstick,Beauty,682.47,37
2024-06-25,Perfume,Beauty,732.87,12
2024-06-25,Face Serum,Beauty,708.43,17
2024-06-26,Laptop,Electronics,5334.85,6
2024-06-26,Smartphone,Electronics,10909.14,17
2024-06-26,Headphones,Electronics,3843.55,29
2024-06-26,Tablet,Electronics,3160.98,8
2024-06-26,Smart Watch,Electronics,3820.65,15
2024-06-26,T-Shirt,Clothing,877.07,38
2024-06-26,Jeans,Clothing,1782.68,32
2024-06-26,Jacket,Clothing,1323.02,15
2024-06-26,Sneakers,Clothing,1891.51,24
2024-06-26,Dress,Clothing,1119.18,16
2024-06-26,Blender,Home & Kitchen,817.91,16
2024-06-26,Coffee Maker,Home & Kitchen,1457.16,20
2024-06-26,Cookware Set,Home & Kitchen,854.57,7
2024-06-26,Vacuum Cleaner,Home & Kitchen,1323.07,7
2024-06-26,Air Fryer,Home & Kitchen,1091.44,13
2024-06-26,Shampoo,Beauty,461.37,41
2024-06-26,Moisturizer,Beauty,847.49,32
2024-06-26,Lipstick,Beauty,566.27,31
